Խաչատրյան,Khachʼatryan,N,,Armenian
Харченко,Kharchenko,N,,Ukrainian
Хоменко,Khomenko,N,,Ukrainian
ხუციშვილი,Khutsishvili,N,,Georgian
木村,Kimura,N,,Japanese
Киселёв,Kiselyov,M,Киселёва,Russian
Киселёва,Kiselyova,F,Киселёв,Russian
Клименко,Klymenko,N,,Ukrainian
小林,Kobayashi,N,,Japanese
Коломієць,Kolomiyets,N,,Ukrainian
Комаров,Komarov,M,Комарова,Russian
Комарова,Komarova,F,Комаров,Russian
孔,Kǒng,N,,Chinese
Королёв,Korolyov,M,Королёва,Russian
Королёва,Korolyova,F,Королёв,Russian
Костенко,Kostenko,N,,Ukrainian
Коваль,Koval,N,,Ukrainian
Ковальчук,Kovalchuk,N,,Ukrainian
Коваленко,Kovalenko,N,,Ukrainian
Ковалёв,Kovalyov,M,Ковалёва,Russian
Ковалёва,Kovalyova,F,Ковалёв,Russian
Козлов,Kozlov,M,Козлова,Russian
Козлова,Kozlova,F,Козлов,Russian
Кравченко,Kravchenko,N,,Ukrainian
Кравчук,Kravchuk,N,,Ukrainian
邝,Kuàng,N,,Chinese
Кудрявцев,Kudryavtsev,M,Кудрявцева,Russian
Кудрявцева,Kudryavtseva,F,Кудрявцев,Russian
Куликов,Kulikov,M,Куликова,Russian
Куликова,Kulikova,F,Куликов,Russian
Кулик,Kulyk,N,,Ukrainian
Кушнір,Kushnir,N,,Ukrainian
Кузьменко,Kuzmenko,N,,Ukrainian
Кузьмин,Kuzmin,M,Кузьмина,Russian
Кузьмина,Kuzmina,F,Кузьмин,Russian
Кузнецов,Kuznetsov,M,Кузнецова,Russian
Кузнецова,Kuznetsova,F,Кузнецов,Russian
კაპანაძე,Kʼapʼanadze,N,,Georgian
Քարդաշյան,Kʼardashyan,N,,Armenian
Քոչարյան,Kʼochʼaryan,N,,Armenian
კვარაცხელია,Kʼvaratskhelia,N,,Georgian
Лебедев,Lebedev,M,Лебедева,Russian
Лебедева,Lebedeva,F,Лебедев,Russian
Левченко,Levchenko,N,,Ukrainian
李,Lǐ,N,,Chinese
梁,Liáng,N,,Chinese
廖,Liào,N,,Chinese
林,Lín,N,,Chinese
刘,Liú,N,,Chinese
ლომიძე,Lomidze,N,,Georgian
陆,Lù,N,,Chinese
罗,Luó,N,,Chinese
Лисенко,Lysenko,N,,Ukrainian
Литвиненко,Lytvynenko,N,,Ukrainian
马,Mǎ,N,,Chinese
მაისურაძე,Maisuradze,N,,Georgian
Макаров,Makarov,M,Макарова,Russian
Макарова,Makarova,F,Макаров,Russian
მამედოვი,Mamedovi,N,,Georgian
毛,Máo,N,,Chinese
Марченко,Marchenko,N,,Ukrainian
Մարգարյան,Margaryan,N,,Armenian
Мартинюк,Martynyuk,N,,Ukrainian
松本,Matsumoto,N,,Japanese
Матвеев,Matveyev,M,Матвеева,Russian
Матвеева,Matveyeva,F,Матвеев,Russian
მჭედლიშვილი,Mchʼedlishvili,N,,Georgian
Мельничук,Melnychuk,N,,Ukrainian
Мельник,Melnyk,N,,Ukrainian
მიქელაძე,Mikeladze,N,,Georgian
Михайлов,Mikhaylov,M,Михайлова,Russian
Михайлова,Mikhaylova,F,Михайлов,Russian
Մկրտչյան,Mkrtchʼyan,N,,Armenian
森,Mori,N,,Japanese
Мороз,Moroz,N,,Ukrainian
Морозов,Morozov,M,Морозова,Russian
Морозова,Morozova,F,Морозов,Russian
中島,Nakajima,N,,Japanese
中村,Nakamura,N,,Japanese
Նալբանդյան,Nalbandyan,N,,Armenian
Նազարյան,Nazaryan,N,,Armenian
Новиков,Novikov,M,Новикова,Russian
Новикова,Novikova,F,Новиков,Russian
ნოზაძე,Nozadze,N,,Georgian
小川,Ogawa,N,,Japanese
Օհանյան,Òhanyan,N,,Armenian
Олійник,Oliynyk,N,,Ukrainian
Орлов,Orlov,M,Орлова,Russian
Орлова,Orlova,F,Орлов,Russian
潘,Pān,N,,Chinese
Панченко,Panchenko,N,,Ukrainian
Պարսամյան,Parsamyan,N,,Armenian
Павленко,Pavlenko,N,,Ukrainian
Павлов,Pavlov,M,Павлова,Russian
Павлова,Pavlova,F,Павлов,Russian
Павлюк,Pavlyuk,N,,Ukrainian
彭,Péng,N,,Chinese
Петренко,Petrenko,N,,Ukrainian
Պետրոսյան,Petrosyan,N,,Armenian
Петров,Petrov,M,Петрова,Russian
Петрова,Petrova,F,Петров,Russian
Պողոսյան,Poghosyan,N,,Armenian
Поліщук,Polishchuk,N,,Ukrainian
Пономаренко,Ponomarenko,N,,Ukrainian
Пономарёв,Ponomaryov,M,Пономарёва,Russian
Пономарёва,Ponomaryova,F,Пономарёв,Russian
Попов,Popov,M,Попова,Russian
Попова,Popova,F,Попов,Russian
Փափազյան,Pʼapʼazyan,N,,Armenian
Романов,Romanov,M,Романова,Russian
Романова,Romanova,F,Романов,Russian
Романюк,Romanyuk,N,,Ukrainian
Руденко,Rudenko,N,,Ukrainian
斉藤,Saitō,N,,Japanese
斎藤,Saitō,N,,Japanese
Սարաֆյան,Sarafyan,N,,Armenian
Սարգսյան,Sargsyan,N,,Armenian
佐々木,Sasaki,N,,Japanese
佐藤,Satō,N,,Japanese
Савченко,Savchenko,N,,Ukrainian
Савчук,Savchuk,N,,Ukrainian
Семёнов,Semyonov,M,Семёнова,Russian
Семёнова,Semyonova,F,Семёнов,Russian
Сергеев,Sergeyev,M,Сергеева,Russian
Сергеева,Sergeyeva,F,Сергеев,Russian
沈,Shěn,N,,Chinese
შენგელია,Shengelia,N,,Georgian
Шевченко,Shevchenko,N,,Ukrainian
Шевчук,Shevchuk,N,,Ukrainian
清水,Shimizu,N,,Japanese
Швець,Shvets,N,,Ukrainian
Սիմոնյան,Simonyan,N,,Armenian
Смирнов,Smirnov,M,Смирнова,Russian
Смирнова,Smirnova,F,Смирнов,Russian
Соколов,Sokolov,M,Соколова,Russian
Соколова,Sokolova,F,Соколов,Russian
Соловьёв,Solovyov,M,Соловьёва,Russian
Соловьёва,Solovyova,F,Соловьёв,Russian
宋,Sòng,N,,Chinese
Сорокин,Sorokin,M,Сорокина,Russian
Сорокина,Sorokina,F,Сорокин,Russian
Степанов,Stepanov,M,Степанова,Russian
Степанова,Stepanova,F,Степанов,Russian
Ստեփանյան,Stepʼanyan,N,,Armenian
孙,Sūn,N,,Chinese
鈴木,Suzuki,N,,Japanese
Сидоренко,Sydorenko,N,,Ukrainian
高橋,Takahashi,N,,Japanese
谭,Tán,N,,Chinese
田中,Tanaka,N,,Japanese
唐,Táng,N,,Chinese
Тарасов,Tarasov,M,Тарасова,Russian
Тарасова,Tarasova,F,Тарасов,Russian
田,Tián,N,,Chinese
Тимофеев,Timofeyev,M,Тимофеева,Russian
Тимофеева,Timofeyeva,F,Тимофеев,Russian
Титов,Titov,M,Титова,Russian
Титова,Titova,F,Титов,Russian
Ткач,Tkach,N,,Ukrainian
Ткаченко,Tkachenko,N,,Ukrainian
Ткачук,Tkachuk,N,,Ukrainian
წიკლაური,Tsʼikʼlauri,N,,Georgian
Тимошенко,Tymoshenko,N,,Ukrainian
ტაბატაძე,Tʼabatʼadze,N,,Georgian
Устинов,Ustinov,M,Устинова,Russian
Устинова,Ustinova,F,Устинов,Russian
Վարդանյան,Vardanyan,N,,Armenian
Վարդապետյան,Vardapetyan,N,,Armenian
Василенко,Vasylenko,N,,Ukrainian
Василик,Vasylyk,N,,Ukrainian
Виноградов,Vinogradov,M,Виноградова,Russian
Виноградова,Vinogradova,F,Виноградов,Russian
Владимиров,Vladimirov,M,Владимирова,Russian
Владимирова,Vladimirova,F,Владимиров,Russian
Воробьёв,Vorobyov,M,Воробьёва,Russian
Воробьёва,Vorobyova,F,Воробьёв,Russian
万,Wàn,N,,Chinese
王,Wáng,N,,Chinese
汪,Wāng,N,,Chinese
渡辺,Watanabe,N,,Japanese
吴,Wú,N,,Chinese
肖,Xiāo,N,,Chinese
萧,Xiāo,N,,Chinese
谢,Xiè,N,,Chinese
徐,Xú,N,,Chinese
许,Xǔ,N,,Chinese
薛,Xuē,N,,Chinese
Яковлев,Yakovlev,M,Яковлева,Russian
Яковлева,Yakovleva,F,Яковлев,Russian
山田,Yamada,N,,Japanese
山口,Yamaguchi,N,,Japanese
山本,Yamamoto,N,,Japanese
山下,Yamashita,N,,Japanese
山崎,Yamazaki,N,,Japanese
杨,Yáng,N,,Chinese
叶,Yè,N,,Chinese
Евсеев,Yevseyev,M,Евсеева,Russian
Евсеева,Yevseyeva,F,Евсеев,Russian
吉田,Yoshida,N,,Japanese
于,Yú,N,,Chinese
余,Yú,N,,Chinese
袁,Yuán,N,,Chinese
Юрчак,Yurchak,N,,Ukrainian
Ющенко,Yushchenko,N,,Ukrainian
Захаров,Zakharov,M,Захарова,Russian
Захарова,Zakharova,F,Захаров,Russian
曾,Zēng,N,,Chinese
张,Zhāng,N,,Chinese
赵,Zhào,N,,Chinese
郑,Zhèng,N,,Chinese
周,Zhōu,N,,Chinese
朱,Zhū,N,,Chinese
Aalto,,N,,Finnish
Aaltonen,,N,,Finnish
Āboliņa,,F,Āboliņš,Latvian
Āboliņš,,M,Āboliņa,Latvian
Adamczyk,,N,,Polish
Adams,,N,,English
Aebutia,,F,Aebutius,Latin
Aebutius,,M,Aebutia,Latin
Aemilia,,F,Aemilius,Latin
Aemilius,,M,Aemilia,Latin
Aho,,N,,Finnish
Ahola,,N,,Finnish
Ahonen,,N,,Finnish
Alexander,,N,,English
Allen,,N,,English
Alonso,,N,,Spanish
Álvarez,,N,,Spanish
Andersen,,N,,Danish
Andersen,,N,,Icelandic
Anderson,,N,,English
André,,N,,French
Andreasen,,N,,Danish
Annaea,,F,Annaeus,Latin
Annaeus,,M,Annaea,Latin
Antia,,F,Antius,Latin
Antius,,M,Antia,Latin
Antonia,,F,Antonius,Latin
Antonius,,M,Antonia,Latin
Anttila,,N,,Finnish
Appuleia,,F,Appuleius,Latin
Appuleius,,M,Appuleia,Latin
Aquillia,,F,Aquillius,Latin
Aquillius,,M,Aquillia,Latin
Arnaud,,N,,French
Arslan,,N,,Turkish
Aslan,,N,,Turkish
Atilia,,F,Atilius,Latin
Atilius,,M,Atilia,Latin
Aubert,,N,,French
Aydın,,N,,Turkish
Bailey,,N,,English
Baker,,N,,English
Balode,,F,Balodis,Latvian
Balodis,,M,Balode,Latvian
Balogh,,N,,Hungarian
Baltiņa,,F,Baltiņš,Latvian
Baltiņš,,M,Baltiņa,Latvian
Baran,,N,,Polish
Barbier,,N,,French
Bell,,N,,English
Bergmann,,N,,Icelandic
Bernard,,N,,French
Bertrand,,N,,French
Bērziņa,,F,Bērziņš,Latvian
Bērziņš,,M,Bērziņa,Latvian
Blanc,,N,,French
Blanchard,,N,,French
Blanco,,N,,Spanish
Blöndal,,N,,Icelandic
Bonnet,,N,,French
Boyer,,N,,French
Briem,,N,,Icelandic
Brown,,N,,English
Brun,,N,,French
Brunet,,N,,French
Bùi,,N,,Vietnamese
Campbell,,N,,English
Caron,,N,,French
Carter,,N,,English
Cassia,,F,Cassius,Latin
Cassius,,M,Cassia,Latin
Castro,,N,,Spanish
Catia,,F,Catius,Latin
Catius,,M,Catia,Latin
Çelik,,N,,Turkish
Çetin,,N,,Turkish
Chevalier,,N,,French
Christensen,,N,,Danish
Christiansen,,N,,Danish
Clark,,N,,English
Clarke,,N,,English
Claudia,,F,Claudius,Latin
Claudius,,M,Claudia,Latin
Clausen,,N,,Danish
Clément,,N,,French
Cloelia,,F,Cloelius,Latin
Cloelius,,M,Cloelia,Latin
Colin,,N,,French
Collins,,N,,English
Cominia,,F,Cominius,Latin
Cominius,,M,Cominia,Latin
Cook,,N,,English
Cooper,,N,,English
Cornelia,,F,Cornelius,Latin
Cornelius,,M,Cornelia,Latin
Cox,,N,,English
Curtia,,F,Curtius,Latin
Curtius,,M,Curtia,Latin
Dąbrowska,,F,Dąbrowski,Polish
Dąbrowski,,M,Dąbrowska,Polish
Đặng,,N,,Vietnamese
David,,N,,French
Davies,,N,,English
Davis,,N,,English
de Aguilar,,N,,Old Spanish
de Agulló,,N,,Old Spanish
de Álava,,N,,Old Spanish
de Aza,,N,,Old Spanish
de Azcárate,,N,,Old Spanish
de Cabrera,,N,,Old Spanish
de Cameros,,N,,Old Spanish
de Castilla,,N,,Old Spanish
de Castro,,N,,Old Spanish
de Cea,,N,,Old Spanish
de Cisneros,,N,,Old Spanish
de Entenza,,N,,Old Spanish
de Faro,,N,,Old Spanish
de Guzmán,,N,,Old Spanish
de Haro,,N,,Old Spanish
de Hinojosa,,N,,Old Spanish
de Hoyos,,N,,Old Spanish
de Lara,,N,,Old Spanish
de León,,N,,Old Spanish
de Mendoza,,N,,Old Spanish
de Meneses,,N,,Old Spanish
de Montoya,,N,,Old Spanish
de Ortega,,N,,Old Spanish
de Oviedo,,N,,Old Spanish
de Pamplona,,N,,Old Spanish
de Rebolledo,,N,,Old Spanish
de Risnel,,N,,Old Spanish
de Rivera,,N,,Old Spanish
de Sahagún,,N,,Old Spanish
de Salazar,,N,,Old Spanish
de Saldaña,,N,,Old Spanish
de Sarria,,N,,Old Spanish
de Traba,,N,,Old Spanish
de Tuy,,N,,Old Spanish
de Vargas,,N,,Old Spanish
de Vivar,,N,,Old Spanish
Decia,,F,Decius,Latin
Decius,,M,Decia,Latin
Delgado,,N,,Spanish
Demir,,N,,Turkish
Denis,,N,,French
Díaz,,N,,Spanish
Đỗ,,N,,Vietnamese
Doğan,,N,,Turkish
Domínguez,,N,,Spanish
Domitia,,F,Domitius,Latin
Domitius,,M,Domitia,Latin
Dubois,,N,,French
Dudek,,N,,Polish
Dufour,,N,,French
Dumont,,N,,French
Dương,,N,,Vietnamese
Dupont,,N,,French
Durand,,N,,French
Duval,,N,,French
Edwards,,N,,English
Eglīte,,F,Eglītis,Latvian
Eglītis,,M,Eglīte,Latvian
Evans,,N,,English
Fabia,,F,Fabius,Latin
Fabius,,M,Fabia,Latin
Fabre,,N,,French
Fabricia,,F,Fabricius,Latin
Fabricius,,M,Fabricia,Latin
Farkas,,N,,Hungarian
Faure,,N,,French
Fekete,,N,,Hungarian
Fernández,,N,,Spanish
Fjeldsted,,N,,Icelandic
Flavia,,F,Flavius,Latin
Flavius,,M,Flavia,Latin
Fontaine,,N,,French
Fournier,,N,,French
François,,N,,French
Fulvia,,F,Fulvius,Latin
Fulvius,,M,Fulvia,Latin
Furia,,F,Furius,Latin
Furius,,M,Furia,Latin
Gaillard,,N,,French
Garcia,,N,,French
García,,N,,Spanish
Garnier,,N,,French
Gauthier,,N,,French
Gautier,,N,,French
Gérard,,N,,French
Gil,,N,,Spanish
Girard,,N,,French
Giraud,,N,,French
Gómez,,N,,Spanish
González,,N,,Spanish
Górska,,F,Górski,Polish
Górski,,M,Górska,Polish
Grabowska,,F,Grabowski,Polish
Grabowski,,M,Grabowska,Polish
Green,,N,,English
Guérin,,N,,French
Gutiérrez,,N,,Spanish
Hakala,,N,,Finnish
Hall,,N,,English
Halonen,,N,,Finnish
Hämäläinen,,N,,Finnish
Hammond,,N,,English
Hänninen,,N,,Finnish
Hansen,,N,,Danish
Hansen,,N,,Icelandic
Harris,,N,,English
Harrison,,N,,English
Heikkilä,,N,,Finnish
Heikkinen,,N,,Finnish
Heinonen,,N,,Finnish
Henry,,N,,French
Hernández,,N,,Spanish
Hill,,N,,English
Hiltunen,,N,,Finnish
Hirvonen,,N,,Finnish
Hjaltalín,,N,,Icelandic
Hjaltested,,N,,Icelandic
Hồ,,N,,Vietnamese
Hoàng,,N,,Vietnamese
Holm,,N,,Danish
Horatia,,F,Horatius,Latin
Horatius,,M,Horatia,Latin
Horváth,,N,,Hungarian
Hostilia,,F,Hostilius,Latin
Hostilius,,M,Hostilia,Latin
Howard,,N,,English
Hurewicz,,N,,Polish
Huttunen,,N,,Finnish
Huỳnh,,N,,Vietnamese
Iglesias,,N,,Spanish
Ikonen,,N,,Finnish
Iversen,,N,,Danish
Jabłońska,,F,Jabłoński,Polish
Jabłoński,,M,Jabłońska,Polish
Jackson,,N,,English
James,,N,,English
Jankowska,,F,Jankowski,Polish
Jankowski,,M,Jankowska,Polish
Jansone,,F,Jansons,Latvian
Jansons,,M,Jansone,Latvian
Järvinen,,N,,Finnish
Jaworska,,F,Jaworski,Polish
Jaworski,,M,Jaworska,Polish
Jensen,,N,,Danish
Jensen,,N,,Icelandic
Jiménez,,N,,Spanish
Johansen,,N,,Danish
Johnson,,N,,English
Jokinen,,N,,Finnish
Joly,,N,,French
Jones,,N,,English
Jørgensen,,N,,Danish
Juhász,,N,,Hungarian
Julia,,F,Julius,Latin
Julius,,M,Julia,Latin
Junia,,F,Junius,Latin
Junius,,M,Junia,Latin
Kaczmarek,,N,,Polish
Kallio,,N,,Finnish
Kalniņa,,F,Kalniņš,Latvian
Kalniņš,,M,Kalniņa,Latvian
Kamińska,,F,Kamiński,Polish
Kamiński,,M,Kamińska,Polish
Kara,,N,,Turkish
Karjalainen,,N,,Finnish
Kärkkäinen,,N,,Finnish
Kārkliņa,,F,Kārkliņš,Latvian
Kārkliņš,,M,Kārkliņa,Latvian
Kauppinen,,N,,Finnish
Kaya,,N,,Turkish
Kelly,,N,,English
Kemppainen,,N,,Finnish
Kettunen,,N,,Finnish
King,,N,,English
Kinnunen,,N,,Finnish
Kiss,,N,,Hungarian
Kılıç,,N,,Turkish
Kļaviņa,,F,Kļaviņš,Latvian
Kļaviņš,,M,Kļaviņa,Latvian
Knudsen,,N,,Danish
Koç,,N,,Turkish
Koivisto,,N,,Finnish
Koponen,,N,,Finnish
Korhonen,,N,,Finnish
Koskela,,N,,Finnish
Koskinen,,N,,Finnish
Kovács,,N,,Hungarian
Kowalczyk,,N,,Polish
Kowalska,,F,Kowalski,Polish
Kowalski,,M,Kowalska,Polish
Kozłowska,,F,Kozłowski,Polish
Kozłowski,,M,Kozłowska,Polish
Krawczyk,,N,,Polish
Kristensen,,N,,Danish
Król,,N,,Polish
Krūmiņa,,F,Krūmiņš,Latvian
Krūmiņš,,M,Krūmiņa,Latvian
Kurt,,N,,Turkish
Kwiatkowska,,F,Kwiatkowski,Polish
Kwiatkowski,,M,Kwiatkowska,Polish
Laakso,,N,,Finnish
Laaksonen,,N,,Finnish
Lahti,,N,,Finnish
Lahtinen,,N,,Finnish
Laine,,N,,Finnish
Laitinen,,N,,Finnish
Lakatos,,N,,Hungarian
Lambert,,N,,French
Lappalainen,,N,,Finnish
Larsen,,N,,Danish
Laurent,,N,,French
Laursen,,N,,Danish
Lê,,N,,Vietnamese
Lee,,N,,English
Lefebvre,,N,,French
Lefèvre,,N,,French
Legrand,,N,,French
Lehtinen,,N,,Finnish
Lehto,,N,,Finnish
Lehtonen,,N,,Finnish
Leinonen,,N,,Finnish
Lemaire,,N,,French
Lemoine,,N,,French
Leppänen,,N,,Finnish
Leroux,,N,,French
Leroy,,N,,French
Lewandowska,,F,Lewandowski,Polish
Lewandowski,,M,Lewandowska,Polish
Lewis,,N,,English
Liepiņa,,F,Liepiņš,Latvian
Liepiņš,,M,Liepiņa,Latvian
Livia,,F,Livius,Latin
Livius,,M,Livia,Latin
Lollia,,F,Lollius,Latin
Lollius,,M,Lollia,Latin
López,,N,,Spanish
Lucas,,N,,English
Lucas,,N,,French
Lucretia,,F,Lucretius,Latin
Lucretius,,M,Lucretia,Latin
Lund,,N,,Danish
Lý,,N,,Vietnamese
Madsen,,N,,Danish
Majewska,,F,Majewski,Polish
Majewski,,M,Majewska,Polish
Mäkelä,,N,,Finnish
Mäkinen,,N,,Finnish
Małcużyńska,,F,Małcużyński,Polish
Małcużyński,,M,Małcużyńska,Polish
Malinowska,,F,Malinowski,Polish
Malinowski,,M,Malinowska,Polish
Manlia,,F,Manlius,Latin
Manlius,,M,Manlia,Latin
Manninen,,N,,Finnish
Marchand,,N,,French
Marcia,,F,Marcius,Latin
Marcius,,M,Marcia,Latin
Maria,,F,Marius,Latin
Marie,,N,,French
Marín,,N,,Spanish
Marius,,M,Maria,Latin
Martin,,N,,English
Martin,,N,,French
Martín,,N,,Spanish
Martinez,,N,,French
Martínez,,N,,Spanish
Mason,,N,,English
Masson,,N,,French
Mathieu,,N,,French
Mattila,,N,,Finnish
Mazur,,N,,Polish
Mercier,,N,,French
Mészáros,,N,,Hungarian
Meunier,,N,,French
Meyer,,N,,French
Michalak,,N,,Polish
Michalska,,F,Michalski,Polish
Michalski,,M,Michalska,Polish
Michel,,N,,French
Miettinen,,N,,Finnish
Mikkelsen,,N,,Danish
Mikkonen,,N,,Finnish
Miller,,N,,English
Minucia,,F,Minucius,Latin
Minucius,,M,Minucia,Latin
Mitchell,,N,,English
Mogensen,,N,,Danish
Moilanen,,N,,Finnish
Molina,,N,,Spanish
Möller,,N,,Icelandic
Møller,,N,,Danish
Molnár,,N,,Hungarian
Moore,,N,,English
Morales,,N,,Spanish
Moreau,,N,,French
Morel,,N,,French
Moreno,,N,,Spanish
Morgan,,N,,English
Morin,,N,,French
Morris,,N,,English
Mortensen,,N,,Danish
Morton,,N,,English
Muller,,N,,French
Muñoz,,N,,Spanish
Murphy,,N,,English
Mustonen,,N,,Finnish
Nagy,,N,,Hungarian
Navarro,,N,,Spanish
Nelson,,N,,English
Németh,,N,,Hungarian
Ngô,,N,,Vietnamese
Nguyễn,,N,,Vietnamese
Nicolas,,N,,French
Nielsen,,N,,Danish
Nielsen,,N,,Icelandic
Niemelä,,N,,Finnish
Niemi,,N,,Finnish
Nieminen,,N,,Finnish
Nissen,,N,,Danish
Noël,,N,,French
Norðdahl,,N,,Icelandic
Nørgaard,,N,,Danish
Nowak,,N,,Polish
Nowakowska,,F,Nowakowski,Polish
Nowakowski,,M,Nowakowska,Polish
Nowicka,,F,Nowicki,Polish
Nowicki,,M,Nowicka,Polish
Nurmi,,N,,Finnish
Octavia,,F,Octavius,Latin
Octavius,,M,Octavia,Latin
Ojala,,N,,Finnish
Oksanen,,N,,Finnish
Oláh,,N,,Hungarian
Olsen,,N,,Danish
Olsen,,N,,Icelandic
Olszewska,,F,Olszewski,Polish
Olszewski,,M,Olszewska,Polish
Ortega,,N,,Spanish
Ortiz,,N,,Spanish
Østergaard,,N,,Danish
Ostrowska,,F,Ostrowski,Polish
Ostrowski,,M,Ostrowska,Polish
Özdemir,,N,,Turkish
Özkan,,N,,Turkish
Ozola,,F,Ozols,Latvian
Ozoliņa,,F,Ozoliņš,Latvian
Ozoliņš,,M,Ozoliņa,Latvian
Ozols,,M,Ozola,Latvian
Öztürk,,N,,Turkish
Papp,,N,,Hungarian
Parker,,N,,English
Partanen,,N,,Finnish
Pawlak,,N,,Polish
Pawłowska,,F,Pawłowski,Polish
Pawłowski,,M,Pawłowska,Polish
Pedersen,,N,,Danish
Peltola,,N,,Finnish
Peltonen,,N,,Finnish
Pérez,,N,,Spanish
Perrin,,N,,French
Pesonen,,N,,Finnish
Petersen,,N,,Danish
Petersen,,N,,Icelandic
Peterson,,N,,English
Pētersone,,F,Pētersons,Latvian
Pētersons,,M,Pētersone,Latvian
Petit,,N,,French
Phạm,,N,,Vietnamese
Phan,,N,,Vietnamese
Phillips,,N,,English
Picard,,N,,French
Pietrzak,,N,,Polish
Pinaria,,F,Pinarius,Latin
Pinarius,,M,Pinaria,Latin
Piotrowska,,F,Piotrowski,Polish
Piotrowski,,M,Piotrowska,Polish
Pitkänen,,N,,Finnish
Porcia,,F,Porcius,Latin
Porcius,,M,Porcia,Latin
Poulsen,,N,,Danish
Pulkkinen,,N,,Finnish
Quinctia,,F,Quinctius,Latin
Quinctius,,M,Quinctia,Latin
Rácz,,N,,Hungarian
Ramírez,,N,,Spanish
Ramos,,N,,Spanish
Rantala,,N,,Finnish
Rantanen,,N,,Finnish
Räsänen,,N,,Finnish
Rasmussen,,N,,Danish
Reed,,N,,English
Renard,,N,,French
Richard,,N,,French
Richardson,,N,,English
